"Formularz";"Nazwa pola";"Logiczna nazwa pola";"Typ pola";"Zrodlo wartosci";"Opis logiki";"Moment aktualizacji";"Uwagi"
"Matryca Zmian Postaci Przetargu";"Właściciel";"ownerid";"Do uzupelnienia (brak w modelu)";"Pole systemowe - ustawiane przez platforme D365";"Wartosc nadawana automatycznie przy utworzeniu lub zapisie rekordu";"Zapis rekordu";""
"Oferta cenowa";"Właściciel";"ownerid";"Do uzupelnienia (brak w modelu)";"Pole systemowe - ustawiane przez platforme D365";"Wartosc nadawana automatycznie przy utworzeniu lub zapisie rekordu";"Zapis rekordu";""
"Oferta cenowa";"Nazwa";"neu_name";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Numer postępowania";"neu_procedurenumer";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Numer umowy";"neu_contractnumber";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Przetarg";"neu_tenderid";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Struktura przetargu";"neu_tenderstructureid";"Lookup";"Wpisane przez uzytkownika (wybor rekordu)";"Pole lookup - powiazanie z innym obiektem w systemie. Do uzupelnienia szczegoly biznesowe (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Oferta cenowa";"Organizator Przetargu - Płatnik";"neu_tenderpayerid";"Lookup";"Wpisane przez uzytkownika (wybor rekordu)";"Pole lookup - powiazanie z innym obiektem w systemie. Do uzupelnienia szczegoly biznesowe (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Oferta cenowa";"Organizator Przetargu – Grupa zakupowa";"neu_tenderpurchasegroupid";"Lookup";"Wpisane przez uzytkownika (wybor rekordu)";"Pole lookup - powiazanie z innym obiektem w systemie. Do uzupelnienia szczegoly biznesowe (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Oferta cenowa";"Status";"neu_statecodeforquote";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Status akceptacji oferty";"neu_statesccept";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Ważne OD";"neu_validfrom";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Ważne DO";"neu_validto";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"SAP Klienta";"neu_clientsapcode";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"SAP Grupy zakupowej";"neu_purchasegroupsapcode";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Termin płatności";"neu_paymentcondition";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"PZP";"neu_ispzpforquote";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Kontrola wartości";"neu_valuecontrol";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Sposób zamawiania";"neu_orderingmethod";"Opcje wyboru";"Wybór uzytkownika lub ustawiane wedlug logiki";"Do uzupelnienia na podstawie analizy biznesowej i konfiguracji (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Oferta cenowa";"Czas realizacji zamówienia (dni)";"neu_deliveryhours";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Ratunek życia (h)";"neu_lifesaving";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Cito (h)";"neu_cito";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Kary umowne";"neu_contractualpenalties";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Flaga do aktywacji oferty";"neu_activatequoteflag";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Generacja adresacji do Excela";"neu_isgenerateaddressingforxls";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Oferta zatwierdzona do złożenia";"WebResource_quoteActivationButton";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Zaakceptuj ofertę/Odrzuć ofertę";"WebResource_ConfirmRejectAcceptButton";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Prześlij do werfyfikacji";"WebResource_SendToAcceptButton";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Narzut %";"neu_overheadpercent";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Narzut";"neu_overhead";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Marża brutto (%)";"neu_totalmarginbruttopercent";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Marża brutto";"neu_totalmarginbrutto";"Waluta";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Wartość Przetargu netto";"neu_totalamountnetto";"Waluta";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Wartość Przetargu brutto";"neu_totalamountbrutto";"Waluta";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Narzut % SAP";"neu_overheadpercentsap";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Narzut";"neu_overheadsap";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Marża %";"neu_totalmarginbruttopercentsap";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Marża brutto do SAP";"neu_totalmarginbruttosap";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Sprzedaż budżetowa netto";"neu_totalbudgetsalenettosap";"Waluta";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Sprzedaż budżetowa SAP";"neu_totalbudgetsalesap";"Waluta";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Ilość sztuk do SAP";"neu_totalquantitysap";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Wygeneruj ofertę do XLS";"WebResource_neu_quoteGenerateXls";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Aktywuj ofertę w SAP";"WebResource_neu_quoteGenerateCsv";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Błąd przy ostatnim eksporcie";"neu_exporterrormessage";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Działania";"";"Do uzupelnienia";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Notatki";"";"Do uzupelnienia";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Pakiety Oferty cenowej";"";"Do uzupelnienia";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Produkty Oferty cenowej";"";"Do uzupelnienia";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Pracownik realizujący";"neu_userexecutingid";"Lookup";"Wpisane przez uzytkownika (wybor rekordu)";"Pole lookup - powiazanie z innym obiektem w systemie. Do uzupelnienia szczegoly biznesowe (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Oferta cenowa";"Pracownik wspomagający";"neu_usersupportingid";"Lookup";"Wpisane przez uzytkownika (wybor rekordu)";"Pole lookup - powiazanie z innym obiektem w systemie. Do uzupelnienia szczegoly biznesowe (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Oferta cenowa";"Pracownik akceptujący";"neu_useracceptingid";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Oferta cenowa";"Data utworzenia";"createdon";"Do uzupelnienia (brak w modelu)";"Pole systemowe - ustawiane przez platforme D365";"Wartosc nadawana automatycznie przy utworzeniu lub zapisie rekordu";"Utworzenie rekordu";""
"Oferta cenowa";"Data modyfikacji";"modifiedon";"Do uzupelnienia (brak w modelu)";"Pole systemowe - ustawiane przez platforme D365";"Wartosc nadawana automatycznie przy utworzeniu lub zapisie rekordu";"Zapis rekordu";""
"Oferta cenowa";"Utworzony przez";"createdby";"Lookup";"Pole systemowe - ustawiane przez platforme D365";"Wartosc nadawana automatycznie przy utworzeniu lub zapisie rekordu";"Utworzenie rekordu";""
"Oferta cenowa";"Zmodyfikowane przez";"modifiedby";"Do uzupelnienia (brak w modelu)";"Pole systemowe - ustawiane przez platforme D365";"Wartosc nadawana automatycznie przy utworzeniu lub zapisie rekordu";"Zapis rekordu";""
"Opportunity Przyczyna przegrania";"Nazwa";"neu_name";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Opportunity Przyczyna przegrania";"Przyczyna przegrania";"neu_failurecause";"Lookup";"Wpisane przez uzytkownika (wybor rekordu)";"Pole lookup - powiazanie z innym obiektem w systemie. Do uzupelnienia szczegoly biznesowe (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Opportunity Przyczyna przegrania";"Opis przyczyny";"neu_description";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Opportunity Przyczyna przegrania";"Właściciel";"ownerid";"Do uzupelnienia (brak w modelu)";"Pole systemowe - ustawiane przez platforme D365";"Wartosc nadawana automatycznie przy utworzeniu lub zapisie rekordu";"Zapis rekordu";""
"Pakiet";"Przyczyna stanu";"statuscode";"Opcje wyboru
- Aktywne : 1
- Nieaktywne : 2";"Pole systemowe - ustawiane przez platforme D365";"Wartosc nadawana automatycznie przy utworzeniu lub zapisie rekordu";"Zapis rekordu";""
"Pakiet";"Marża brutto (%)";"neu_totalmarginbruttopercent";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Pakiet";"Nazwa";"neu_name";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Pakiet";"Numer Pakietu";"neu_number";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Pakiet";"Pakiet nadrzędny";"neu_parentbundleid";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Pakiet";"Struktura Przetargu";"neu_tenderstructureid";"Lookup";"Wpisane przez uzytkownika (wybor rekordu)";"Pole lookup - powiazanie z innym obiektem w systemie. Do uzupelnienia szczegoly biznesowe (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Pakiet";"Przetarg";"neu_tenderid";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Pakiet";"Rodzaj umowy";"neu_contracttype";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Pakiet";"Dokument";"neu_documentid";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Pakiet";"Flaga Przywróć Mapowanie";"neu_isrestoremapper";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Pakiet";"Umowy w pakiecie";"";"Do uzupelnienia";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Pakiet";"Output sheet";"neu_outputsheet";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Pakiet";"Numer Pakietu";"neu_tenderbundlenumber";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Pakiet";"Status";"neu_state";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Pakiet";"Powód odrzucenia";"neu_rejectioncause";"Opcje wyboru
- błąd w dawce : 279660001
- błąd w ilościach : 279660002
- błąd w substancji czynnej : 279660003
- błędny kod EAN : 279660005
- cena : 279660000
- nieprawidłowa stawka VAT : 279660004
- suplement diety : 279660006";"Wybór uzytkownika lub ustawiane wedlug logiki";"Do uzupelnienia na podstawie analizy biznesowej i konfiguracji (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Pakiet";"Opis powodu odrzucenia";"neu_rejectioncausedescription";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Pakiet";"Data zmiany statusu";"neu_statechangeddate";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
